company_id,year,cfo_sign,cfi_sign,cff_sign,pattern_label
IRCTC,2023,+,-,-,Reinvestor
IRCTC,2024,+,-,-,Reinvestor
IRFC,2016,-,+,+,Distress Signal
IRFC,2017,-,+,+,Distress Signal
IRFC,2018,-,+,+,Distress Signal
IRFC,2019,-,+,+,Distress Signal
IRFC,2020,-,+,+,Distress Signal
IRFC,2021,-,+,+,Distress Signal
IRFC,2022,-,-,+,Growth Funded by Debt
IRFC,2023,-,+,+,Distress Signal
IRFC,2024,+,-,-,Reinvestor
ITC,2013,+,-,-,Reinvestor
ITC,2014,+,-,-,Reinvestor
ITC,2015,+,-,-,Reinvestor
ITC,2016,+,-,-,Reinvestor
ITC,2017,+,-,-,Reinvestor
ITC,2018,+,-,-,Reinvestor
ITC,2019,+,-,-,Reinvestor
ITC,2020,+,-,-,Reinvestor
ITC,2021,+,+,-,Liquidating Assets
ITC,2022,+,-,-,Reinvestor
ITC,2023,+,-,-,Reinvestor
ITC,2024,+,+,-,Liquidating Assets
JINDALSTEL,2013,+,-,+,Mixed
JINDALSTEL,2014,+,-,+,Mixed
JINDALSTEL,2015,+,-,+,Mixed
JINDALSTEL,2016,+,-,-,Reinvestor
JINDALSTEL,2017,+,-,-,Reinvestor
JINDALSTEL,2018,+,-,-,Reinvestor
JINDALSTEL,2019,+,-,-,Reinvestor
JINDALSTEL,2020,+,-,-,Reinvestor
JINDALSTEL,2021,+,-,-,Reinvestor
JINDALSTEL,2022,+,-,-,Reinvestor
JINDALSTEL,2023,+,-,-,Reinvestor
JINDALSTEL,2024,+,-,+,Mixed
JIOFIN,2023,+,-,-,Reinvestor
JIOFIN,2024,-,+,-,Unknown
JSWENERGY,2013,+,-,-,Reinvestor
JSWENERGY,2014,+,-,-,Reinvestor
JSWENERGY,2015,+,-,-,Reinvestor
JSWENERGY,2016,+,-,-,Reinvestor
JSWENERGY,2017,+,-,-,Reinvestor
JSWENERGY,2018,+,-,-,Reinvestor
JSWENERGY,2019,+,-,-,Reinvestor
JSWENERGY,2020,+,+,-,Liquidating Assets
JSWENERGY,2021,+,-,-,Reinvestor
JSWENERGY,2022,+,-,-,Reinvestor
JSWENERGY,2023,+,-,+,Mixed
JSWENERGY,2024,+,-,+,Mixed
JSWSTEEL,2013,+,-,-,Reinvestor
JSWSTEEL,2014,+,-,+,Mixed
JSWSTEEL,2015,+,-,-,Reinvestor
JSWSTEEL,2016,+,-,-,Reinvestor
JSWSTEEL,2017,+,-,-,Reinvestor
JSWSTEEL,2018,+,-,-,Reinvestor
JSWSTEEL,2019,+,-,+,Mixed
JSWSTEEL,2020,+,-,+,Mixed
JSWSTEEL,2021,+,-,-,Reinvestor
JSWSTEEL,2022,+,-,-,Reinvestor
JSWSTEEL,2023,+,-,-,Reinvestor
JSWSTEEL,2024,+,-,-,Reinvestor
KOTAKBANK,2013,+,-,+,Mixed
KOTAKBANK,2014,+,-,-,Reinvestor
KOTAKBANK,2015,+,-,+,Mixed
KOTAKBANK,2016,+,-,+,Mixed
KOTAKBANK,2017,+,-,+,Mixed
KOTAKBANK,2018,-,-,+,Growth Funded by Debt
KOTAKBANK,2019,+,-,+,Mixed
KOTAKBANK,2020,+,-,-,Reinvestor
KOTAKBANK,2021,+,-,-,Reinvestor
KOTAKBANK,2022,+,-,+,Mixed
KOTAKBANK,2023,-,-,+,Growth Funded by Debt
KOTAKBANK,2024,+,-,+,Mixed
LICI,2019,+,+,-,Liquidating Assets
LICI,2020,+,-,-,Reinvestor
LICI,2021,+,+,-,Liquidating Assets
LICI,2022,-,+,+,Distress Signal
LICI,2023,+,-,-,Reinvestor
LICI,2024,+,-,-,Reinvestor
LODHA,2016,+,-,+,Mixed
LODHA,2017,+,-,-,Reinvestor
LODHA,2018,+,-,+,Mixed
LODHA,2019,-,-,+,Growth Funded by Debt
LODHA,2020,+,+,-,Liquidating Assets
LODHA,2021,+,+,-,Liquidating Assets
LODHA,2022,+,+,-,Liquidating Assets
LODHA,2023,+,+,-,Liquidating Assets
LODHA,2024,+,-,+,Mixed
LT,2013,-,-,+,Growth Funded by Debt
LT,2014,-,-,+,Growth Funded by Debt
LT,2015,-,-,+,Growth Funded by Debt
LT,2016,-,-,+,Growth Funded by Debt
LT,2017,+,-,+,Mixed
LT,2018,-,+,+,Distress Signal
LT,2019,-,-,+,Growth Funded by Debt
LT,2020,+,-,+,Mixed
LT,2021,+,-,-,Reinvestor
LT,2022,+,-,-,Reinvestor
LT,2023,+,-,-,Reinvestor
LT,2024,+,+,-,Liquidating Assets
LTIM,2013,+,-,-,Reinvestor
LTIM,2014,+,+,-,Liquidating Assets
LTIM,2015,+,-,-,Reinvestor
LTIM,2016,+,-,-,Reinvestor
LTIM,2017,+,-,-,Reinvestor
LTIM,2018,+,-,-,Reinvestor
LTIM,2019,+,-,-,Reinvestor
LTIM,2020,+,-,-,Reinvestor
LTIM,2021,+,-,-,Reinvestor
LTIM,2022,+,-,-,Reinvestor
LTIM,2023,+,-,-,Reinvestor
LTIM,2024,+,-,-,Reinvestor
M&M,2013,-,-,+,Growth Funded by Debt
M&M,2014,-,-,+,Growth Funded by Debt
M&M,2015,+,-,+,Mixed
M&M,2016,+,-,+,Mixed
M&M,2017,+,-,+,Mixed
M&M,2018,+,-,+,Mixed
M&M,2019,-,-,+,Growth Funded by Debt
M&M,2020,-,-,+,Growth Funded by Debt
M&M,2021,+,-,+,Mixed
M&M,2022,+,-,-,Reinvestor
M&M,2023,-,-,+,Growth Funded by Debt
M&M,2024,-,-,+,Growth Funded by Debt
MARUTI,2013,+,-,-,Reinvestor
MARUTI,2014,+,-,-,Reinvestor
MARUTI,2015,+,-,-,Reinvestor
MARUTI,2016,+,-,-,Reinvestor
MARUTI,2017,+,-,-,Reinvestor
MARUTI,2018,+,-,-,Reinvestor
MARUTI,2019,+,-,-,Reinvestor
MARUTI,2020,+,-,-,Reinvestor
MARUTI,2021,+,-,-,Reinvestor
MARUTI,2022,+,-,-,Reinvestor
MARUTI,2023,+,-,-,Reinvestor
MARUTI,2024,+,-,-,Reinvestor
MOTHERSON,2013,+,-,-,Reinvestor
MOTHERSON,2014,+,-,-,Reinvestor
MOTHERSON,2015,+,-,+,Mixed
MOTHERSON,2016,+,-,-,Reinvestor
MOTHERSON,2017,+,-,+,Mixed
MOTHERSON,2018,+,-,-,Reinvestor
MOTHERSON,2019,+,-,-,Reinvestor
MOTHERSON,2020,+,-,-,Reinvestor
MOTHERSON,2021,+,-,-,Reinvestor
MOTHERSON,2022,+,-,-,Reinvestor
MOTHERSON,2023,+,-,-,Reinvestor
MOTHERSON,2024,+,-,+,Mixed
NAUKRI,2013,+,-,-,Reinvestor
NAUKRI,2014,+,-,+,Mixed
NAUKRI,2015,+,-,+,Mixed
NAUKRI,2016,+,-,-,Reinvestor
NAUKRI,2017,+,-,-,Reinvestor
NAUKRI,2018,+,-,-,Reinvestor
NAUKRI,2019,+,-,-,Reinvestor
NAUKRI,2020,+,+,-,Liquidating Assets
NAUKRI,2021,+,-,+,Mixed
NAUKRI,2022,+,-,+,Mixed
NAUKRI,2023,+,-,+,Mixed
NAUKRI,2024,+,-,+,Mixed
NESTLEIND,2013,+,-,-,Reinvestor
NESTLEIND,2014,+,-,-,Reinvestor
NESTLEIND,2015,+,-,-,Reinvestor
NESTLEIND,2016,+,-,-,Reinvestor
NESTLEIND,2017,+,-,-,Reinvestor
NESTLEIND,2018,+,-,-,Reinvestor
NESTLEIND,2019,+,+,-,Liquidating Assets
NESTLEIND,2020,+,-,-,Reinvestor
NESTLEIND,2021,+,-,-,Reinvestor
NESTLEIND,2022,+,-,-,Reinvestor
NESTLEIND,2023,+,-,-,Reinvestor
NESTLEIND,2024,+,-,-,Reinvestor
NHPC,2013,+,-,-,Reinvestor
NHPC,2014,+,-,-,Reinvestor
NHPC,2015,+,-,-,Reinvestor
NHPC,2016,+,-,-,Reinvestor
NHPC,2017,+,-,-,Reinvestor
NHPC,2018,+,-,-,Reinvestor
NHPC,2019,+,-,-,Reinvestor
NHPC,2020,+,-,+,Mixed
NHPC,2021,+,-,-,Reinvestor
NHPC,2022,+,-,-,Reinvestor
NHPC,2023,+,-,-,Reinvestor
NHPC,2024,+,-,-,Reinvestor
NTPC,2013,+,-,+,Mixed
NTPC,2014,+,-,-,Reinvestor
NTPC,2015,+,-,-,Reinvestor
NTPC,2016,+,-,-,Reinvestor
NTPC,2017,+,-,+,Mixed
NTPC,2018,+,-,+,Mixed
NTPC,2019,+,-,+,Mixed
NTPC,2020,+,-,+,Mixed
NTPC,2021,+,-,-,Reinvestor
NTPC,2022,+,-,-,Reinvestor
NTPC,2023,+,-,-,Reinvestor
NTPC,2024,+,-,-,Reinvestor
ONGC,2013,+,-,-,Reinvestor
ONGC,2014,+,-,+,Mixed
ONGC,2015,+,-,-,Reinvestor
ONGC,2016,+,-,-,Reinvestor
ONGC,2017,+,-,-,Reinvestor
ONGC,2018,+,-,+,Mixed
ONGC,2019,+,-,-,Reinvestor
ONGC,2020,+,-,-,Reinvestor
ONGC,2021,+,-,-,Reinvestor
ONGC,2022,+,-,-,Reinvestor
ONGC,2023,+,-,-,Reinvestor
ONGC,2024,+,-,-,Reinvestor
PFC,2013,-,+,+,Distress Signal
PFC,2014,-,+,+,Distress Signal
PFC,2015,-,-,+,Growth Funded by Debt
PFC,2016,-,-,+,Growth Funded by Debt
PFC,2017,+,-,+,Mixed
PFC,2018,-,+,+,Distress Signal
PFC,2019,-,-,+,Growth Funded by Debt
PFC,2020,-,-,+,Growth Funded by Debt
PFC,2021,-,+,+,Distress Signal
PFC,2022,+,-,-,Reinvestor
PFC,2023,-,-,+,Growth Funded by Debt
PFC,2024,-,-,+,Growth Funded by Debt
PIDILITIND,2013,+,-,-,Reinvestor
PIDILITIND,2014,+,-,-,Reinvestor
PIDILITIND,2015,+,-,-,Reinvestor
PIDILITIND,2016,+,-,-,Reinvestor
PIDILITIND,2017,+,-,+,Mixed
PIDILITIND,2018,+,+,-,Liquidating Assets
PIDILITIND,2019,+,-,-,Reinvestor
PIDILITIND,2020,+,+,-,Liquidating Assets
PIDILITIND,2021,+,-,-,Reinvestor
PIDILITIND,2022,+,-,-,Reinvestor
PIDILITIND,2023,+,-,-,Reinvestor
PIDILITIND,2024,+,-,-,Reinvestor
PNB,2013,-,-,-,Pre-Revenue
PNB,2014,+,-,+,Mixed
PNB,2015,+,-,+,Mixed
PNB,2016,+,-,+,Mixed
PNB,2017,+,+,-,Liquidating Assets
PNB,2018,-,+,+,Distress Signal
PNB,2019,-,-,+,Growth Funded by Debt
PNB,2020,-,-,+,Growth Funded by Debt
PNB,2021,+,-,+,Mixed
PNB,2022,+,-,+,Mixed
PNB,2023,+,-,+,Mixed
PNB,2024,-,-,+,Growth Funded by Debt
POWERGRID,2013,+,-,+,Mixed
POWERGRID,2014,+,-,+,Mixed
POWERGRID,2015,+,-,+,Mixed
POWERGRID,2016,+,-,+,Mixed
POWERGRID,2017,+,-,+,Mixed
POWERGRID,2018,+,-,+,Mixed
POWERGRID,2019,+,-,-,Reinvestor
POWERGRID,2020,+,-,-,Reinvestor
POWERGRID,2021,+,-,-,Reinvestor
POWERGRID,2022,+,+,-,Liquidating Assets
POWERGRID,2023,+,-,-,Reinvestor
POWERGRID,2024,+,-,-,Reinvestor
RECLTD,2013,-,+,+,Distress Signal
RECLTD,2014,-,+,+,Distress Signal
RECLTD,2015,-,+,+,Distress Signal
RECLTD,2016,-,-,+,Growth Funded by Debt
RECLTD,2017,+,-,-,Reinvestor
RECLTD,2018,-,+,+,Distress Signal
RECLTD,2019,-,+,+,Distress Signal
RECLTD,2020,-,+,+,Distress Signal
RECLTD,2021,-,+,+,Distress Signal
RECLTD,2022,-,-,+,Growth Funded by Debt
RECLTD,2023,-,-,+,Growth Funded by Debt
RECLTD,2024,-,-,+,Growth Funded by Debt
RELIANCE,2013,+,-,+,Mixed
RELIANCE,2014,+,-,+,Mixed
RELIANCE,2015,+,-,+,Mixed
RELIANCE,2016,+,-,-,Reinvestor
RELIANCE,2017,+,-,+,Mixed
RELIANCE,2018,+,-,-,Reinvestor
RELIANCE,2019,+,-,+,Mixed
RELIANCE,2020,+,-,-,Reinvestor
RELIANCE,2021,+,-,+,Mixed
RELIANCE,2022,+,-,+,Mixed
RELIANCE,2023,+,-,+,Mixed
RELIANCE,2024,+,-,-,Reinvestor
SBILIFE,2013,+,-,-,Reinvestor
SBILIFE,2014,+,-,-,Reinvestor
SBILIFE,2015,+,-,-,Reinvestor
SBILIFE,2016,+,-,-,Reinvestor
SBILIFE,2017,+,-,-,Reinvestor
SBILIFE,2018,+,-,-,Reinvestor
SBILIFE,2019,+,-,-,Reinvestor
SBILIFE,2020,+,-,-,Reinvestor
SBILIFE,2021,+,-,+,Mixed
SBILIFE,2022,+,-,-,Reinvestor
SBILIFE,2023,+,-,-,Reinvestor
SBILIFE,2024,+,-,-,Reinvestor
SBIN,2013,+,-,-,Reinvestor
SBIN,2014,+,-,+,Mixed
SBIN,2015,+,-,-,Reinvestor
SBIN,2016,+,-,+,Mixed
SBIN,2017,+,-,-,Reinvestor
SBIN,2018,-,+,+,Distress Signal
SBIN,2019,+,+,+,Cash Accumulator
SBIN,2020,+,-,+,Mixed
SBIN,2021,+,-,+,Mixed
SBIN,2022,+,-,-,Reinvestor
SBIN,2023,-,-,+,Growth Funded by Debt
SBIN,2024,+,-,-,Reinvestor
SHREECEM,2013,+,-,-,Reinvestor
SHREECEM,2014,+,-,-,Reinvestor
SHREECEM,2015,+,-,-,Reinvestor
SHREECEM,2016,+,-,-,Reinvestor
SHREECEM,2017,+,-,-,Reinvestor
SHREECEM,2018,+,-,+,Mixed
SHREECEM,2019,+,-,-,Reinvestor
SHREECEM,2020,+,-,+,Mixed
SHREECEM,2021,+,-,-,Reinvestor
SHREECEM,2022,+,-,-,Reinvestor
SHREECEM,2023,+,-,-,Reinvestor
SHREECEM,2024,+,-,-,Reinvestor
SHRIRAMFIN,2013,-,-,+,Growth Funded by Debt
SHRIRAMFIN,2014,-,-,+,Growth Funded by Debt
SHRIRAMFIN,2015,-,-,+,Growth Funded by Debt
SHRIRAMFIN,2016,-,-,+,Growth Funded by Debt
SHRIRAMFIN,2017,-,-,+,Growth Funded by Debt
SHRIRAMFIN,2018,-,+,+,Distress Signal
SHRIRAMFIN,2019,-,-,+,Growth Funded by Debt
SHRIRAMFIN,2020,-,-,+,Growth Funded by Debt
SHRIRAMFIN,2021,-,-,+,Growth Funded by Debt
SHRIRAMFIN,2022,-,-,+,Growth Funded by Debt
SHRIRAMFIN,2023,-,+,+,Distress Signal
SHRIRAMFIN,2024,-,-,+,Growth Funded by Debt
SIEMENS,2011,+,+,-,Liquidating Assets
SIEMENS,2014,+,+,-,Liquidating Assets
SIEMENS,2015,+,+,-,Liquidating Assets
SIEMENS,2016,+,+,-,Liquidating Assets
SIEMENS,2017,+,+,-,Liquidating Assets
SIEMENS,2018,+,-,-,Reinvestor
SIEMENS,2019,+,-,-,Reinvestor
SIEMENS,2020,+,+,-,Liquidating Assets
SIEMENS,2021,+,-,-,Reinvestor
SIEMENS,2022,+,-,-,Reinvestor
SIEMENS,2023,+,-,-,Reinvestor
SIEMENS,2024,+,-,-,Reinvestor
SUNPHARMA,2013,+,-,-,Reinvestor
SUNPHARMA,2014,+,-,+,Mixed
SUNPHARMA,2015,+,-,-,Reinvestor
SUNPHARMA,2016,+,-,-,Reinvestor
SUNPHARMA,2017,+,-,-,Reinvestor
SUNPHARMA,2018,+,-,-,Reinvestor
SUNPHARMA,2019,+,-,-,Reinvestor
SUNPHARMA,2020,+,-,-,Reinvestor
SUNPHARMA,2021,+,+,-,Liquidating Assets
SUNPHARMA,2022,+,-,-,Reinvestor
SUNPHARMA,2023,+,-,+,Mixed
SUNPHARMA,2024,+,-,-,Reinvestor
TATACONSUM,2013,+,+,+,Cash Accumulator
TATACONSUM,2014,+,-,-,Reinvestor
TATACONSUM,2015,+,-,-,Reinvestor
TATACONSUM,2016,+,+,-,Liquidating Assets
TATACONSUM,2017,+,+,-,Liquidating Assets
TATACONSUM,2018,+,-,-,Reinvestor
TATACONSUM,2019,+,+,-,Liquidating Assets
TATACONSUM,2020,+,-,-,Reinvestor
TATACONSUM,2021,+,-,-,Reinvestor
TATACONSUM,2022,+,-,-,Reinvestor
TATACONSUM,2023,+,-,-,Reinvestor
TATACONSUM,2024,+,-,+,Mixed
TATAMOTORS,2013,+,-,-,Reinvestor
TATAMOTORS,2014,+,-,-,Reinvestor
TATAMOTORS,2015,+,-,+,Mixed
TATAMOTORS,2016,+,-,-,Reinvestor
TATAMOTORS,2017,+,-,+,Mixed
TATAMOTORS,2018,+,-,+,Mixed
TATAMOTORS,2019,+,-,+,Mixed
TATAMOTORS,2020,+,-,+,Mixed
TATAMOTORS,2021,+,-,+,Mixed
TATAMOTORS,2022,+,-,-,Reinvestor
TATAMOTORS,2023,+,-,-,Reinvestor
TATAMOTORS,2024,+,-,-,Reinvestor
TATAPOWER,2013,+,-,-,Reinvestor
TATAPOWER,2014,+,-,-,Reinvestor
TATAPOWER,2015,+,-,-,Reinvestor
TATAPOWER,2016,+,-,-,Reinvestor
TATAPOWER,2017,+,-,+,Mixed
TATAPOWER,2018,+,-,-,Reinvestor
TATAPOWER,2019,+,-,-,Reinvestor
TATAPOWER,2020,+,-,-,Reinvestor
TATAPOWER,2021,+,+,-,Liquidating Assets
TATAPOWER,2022,+,-,-,Reinvestor
TATAPOWER,2023,+,-,+,Mixed
TATAPOWER,2024,+,-,-,Reinvestor
TATASTEEL,2013,+,-,-,Reinvestor
TATASTEEL,2014,+,-,+,Mixed
TATASTEEL,2015,+,-,-,Reinvestor
TATASTEEL,2016,+,-,-,Reinvestor
TATASTEEL,2017,+,-,-,Reinvestor
TATASTEEL,2018,+,-,+,Mixed
TATASTEEL,2019,+,-,-,Reinvestor
TATASTEEL,2020,+,-,-,Reinvestor
TATASTEEL,2021,+,-,-,Reinvestor
TATASTEEL,2022,+,-,-,Reinvestor
TATASTEEL,2023,+,-,-,Reinvestor
TATASTEEL,2024,+,-,-,Reinvestor
TCS,2013,+,-,-,Reinvestor
TCS,2014,+,-,-,Reinvestor
TCS,2015,+,-,-,Reinvestor
TCS,2016,+,-,-,Reinvestor
TCS,2017,+,-,-,Reinvestor
TCS,2018,+,+,-,Liquidating Assets
TCS,2019,+,+,-,Liquidating Assets
TCS,2020,+,+,-,Liquidating Assets
TCS,2021,+,-,-,Reinvestor
TCS,2022,+,-,-,Reinvestor
TCS,2023,+,+,-,Liquidating Assets
TCS,2024,+,+,-,Liquidating Assets
TECHM,2013,+,-,+,Mixed
TECHM,2014,+,+,-,Liquidating Assets
TECHM,2015,+,-,-,Reinvestor
TECHM,2016,+,-,-,Reinvestor
TECHM,2017,+,-,-,Reinvestor
TECHM,2018,+,-,-,Reinvestor
TECHM,2019,+,-,-,Reinvestor
TECHM,2020,+,+,-,Liquidating Assets
TECHM,2021,+,-,-,Reinvestor
TECHM,2022,+,+,-,Liquidating Assets
TECHM,2023,+,-,-,Reinvestor
TECHM,2024,+,-,-,Reinvestor
TITAN,2013,+,-,-,Reinvestor
TITAN,2014,-,-,+,Growth Funded by Debt
TITAN,2015,+,-,-,Reinvestor
TITAN,2016,+,-,-,Reinvestor
TITAN,2017,+,-,-,Reinvestor
TITAN,2018,-,+,-,Unknown
TITAN,2019,+,-,-,Reinvestor
TITAN,2020,-,+,-,Unknown
TITAN,2021,+,-,-,Reinvestor
TITAN,2022,-,+,-,Unknown
TITAN,2023,+,-,+,Mixed
TITAN,2024,+,-,-,Reinvestor
TORNTPHARM,2013,+,-,+,Mixed
TORNTPHARM,2014,+,-,+,Mixed
TORNTPHARM,2015,+,-,+,Mixed
TORNTPHARM,2016,+,-,-,Reinvestor
TORNTPHARM,2017,+,-,-,Reinvestor
TORNTPHARM,2018,+,-,+,Mixed
TORNTPHARM,2019,+,-,-,Reinvestor
TORNTPHARM,2020,+,+,-,Liquidating Assets
TORNTPHARM,2021,+,-,-,Reinvestor
TORNTPHARM,2022,+,-,-,Reinvestor
TORNTPHARM,2023,+,-,+,Mixed
TORNTPHARM,2024,+,-,-,Reinvestor
TRENT,2013,+,-,+,Mixed
TRENT,2014,-,-,-,Pre-Revenue
TRENT,2015,-,-,+,Growth Funded by Debt
TRENT,2016,+,-,-,Reinvestor
TRENT,2017,+,-,-,Reinvestor
TRENT,2018,+,-,-,Reinvestor
TRENT,2019,+,-,+,Mixed
TRENT,2020,+,-,+,Mixed
TRENT,2021,+,+,-,Liquidating Assets
TRENT,2022,+,+,-,Liquidating Assets
TRENT,2023,+,-,-,Reinvestor
TRENT,2024,+,-,-,Reinvestor
TVSMOTOR,2013,+,-,-,Reinvestor
TVSMOTOR,2014,+,-,-,Reinvestor
TVSMOTOR,2015,+,-,+,Mixed
TVSMOTOR,2016,+,-,-,Reinvestor
TVSMOTOR,2017,+,-,-,Reinvestor
TVSMOTOR,2018,+,-,+,Mixed
TVSMOTOR,2019,-,-,+,Growth Funded by Debt
TVSMOTOR,2020,+,-,+,Mixed
TVSMOTOR,2021,+,-,+,Mixed
TVSMOTOR,2022,-,-,+,Growth Funded by Debt
TVSMOTOR,2023,-,-,+,Growth Funded by Debt
TVSMOTOR,2024,-,-,+,Growth Funded by Debt
